岗位名称,公司名称,公司规模,工作地区,学历要求,工作经验,薪资,联系电话,工作地点,全职/兼职,岗位描述
深圳幕墙中级结构设计师,广东广晟有色金属集团有限公司,1000-9999人,广东省深圳市,大学本科,3-5年,18-25万元/年,,广东省深圳市福田区,全职,"1.主要负责海外项目的施工图及竣工图等结构设计工作，并对所做工作的质量和进度负责；
2.在满足规范的前提下，提出结构优化方案，在保证幕墙安全性能的前提下，做到降本增效；
3.负责与设计院、业主、幕墙顾问及第三方审图机构沟通，保证计算书顺利通过审查；
4.负责海外项目相关的计算书、计算模型等资料的整理与归档；
5.完成部门安排的其它工作。
"
深圳幕墙项目经理,广东广晟有色金属集团有限公司,1000-9999人,广东省深圳市,大学本科,3-5年,18-21万元/年,,广东省深圳市福田区,全职,"1.负责施工过程中全面监督、指导、考核各组施工指标完成情况，发现问题及时解决并对未完成情况采取措施进行整改，确保各施工指标的顺利完成；
2.及时总结施工完成情况，带领团队实现项目各阶段目标；
3.负责工程的施工进度、质量、安全等各项工作，做好工程进度款申报；
4.全面负责协调及维护甲方、总包、监理、安监、顾问、劳务单位、供应商等外部关联方关系；
5.负责项目验收后移交、结算、维保跟踪指导工作。"
瑶岭矿业机械工程技术,广东广晟有色金属集团有限公司,1000-9999人,广东省韶关市,大学本科,无工作经验要求,10-12万元/年,,广东省韶关市曲江区,全职,"1.熟悉机械设备领域知识，熟练运用与实际工作；
2.协助负责生产机械设备的管理，确保其安全、稳定、高效运行；
3.协助编制和执行设备维护检修计划；
4.完成领导交办的其他任务。
"
瑶岭矿业选矿工程技术,广东广晟有色金属集团有限公司,1000-9999人,广东省韶关市,大学本科,无工作经验要求,10-12万元/年,,广东省韶关市曲江区,全职,"1.熟练掌握选矿等方面专业知识与矿山选矿技术发展动态;药剂管理制度;
2.负责编制选矿工艺流程与
3.负责制定选矿技术操作规程;
4.能从事选矿试验、编制选矿试验报告、日常选矿技术管理等。"
瑶岭矿业采矿工程技术,广东广晟有色金属集团有限公司,1000-9999人,广东省韶关市,大学本科,无工作经验要求,10-12万元/年,,广东省韶关市曲江区,全职,"1.负责矿山的采矿技术工作;
2.负责采矿生产的监督，对生产中出现的问题和生产技术方案进行优化管理;
3.编写和完善采矿生产标准操作规范，并监督落实、修订和升版;
4.完成领导交办的其他任务。"
自动化设备工程师,中山常成日用制品有限公司,50-99人,广东省中山市小榄镇,大学本科,无工作经验要求,8000-10000元/月,130****6165,广东省中山市小榄镇东锐二路15号,全职,"1.根据生产工艺需求，参与自动化设备（含生产线、单机设备）的技术方案设计，明确设备功能，性能指标及安全标准，
2.针对老旧设备，评估技术改造的可行性，
3.自动化设备的调试与维护。"
材料工艺工程师（五金/塑胶）,中山常成日用制品有限公司,50-99人,广东省中山市小榄镇,大学本科,无工作经验要求,6500-7500元/月,130****6165,广东省中山市小榄镇东锐二路15号,全职,"1.协助相关部门进行产品工艺，配方的调试和优化，改进产品质量；
2.协助团队新产品新工艺的开发，实验；
3.为生产部门做好技术支持和保障，如试机，试料等相关工作； 
4.对产品开发相关文件的编制，整理汇总相关实验数据，撰写研发总结报告"
智能制造模具工程师（五金/塑胶）,中山常成日用制品有限公司,50-99人,广东省中山市小榄镇,大学本科,无工作经验要求,6500-7500元/月,130****6165,广东省中山市小榄镇东锐二路15号,全职,"1.熟悉2D及3D模具设计软件；
2.协助工程团队对模具设计提出工艺优化要求、建议，并执行优化；
3.工装治具夹具的设计开发；
3、编写模具的相关文档、技术资料规格。"
测试员,广东威尔泰克科技有限公司,49人及以下,广东省中山市中山港街道,大学本科,无工作经验要求,8000-13000元/月,188****6110,中山市火炬开发区沿江东四路38号,全职,电子、焊接相关专业；对公司产品机器进行检测
软件工程师,广东威尔泰克科技有限公司,49人及以下,广东省中山市中山港街道,大学本科,无工作经验要求,9000-16000元/月,188****6110,中山市火炬开发区沿江东四路38号,全职,软件类相关专业，会c、c+等相关开发语言，焊机、储能电源软件件开发、测试
硬件工程师,广东威尔泰克科技有限公司,49人及以下,广东省中山市中山港街道,大学本科,无工作经验要求,8000-15000元/月,188****6110,中山市火炬开发区沿江东四路38号,全职,电子信息、自动化相关专业，焊机、储能电源硬件开发、测试
新生儿科医师,中山市博爱医院,,广东省中山市东区街道办事处,博士研究生,无工作经验要求,30-40万元/年,076****3165,中山市城桂路6号,全职,从事新生儿科相关诊疗工作
投资招商岗,中山西湾投资控股发展有限公司,49人及以下,广东省中山市南朗街道,大学本科,无工作经验要求,8-15万元/年,,中山市翠亨新区翠亨大厦B栋12楼,全职,"1、招商引资与产业行业研究。分析区域产业定位，筛选符合发展方向的目标企业或项目。研究行业趋势，组织项目洽谈和合同谈判，建立潜在投资者数据库。
2、项目线索获取：通过行业展会、商协会、中介机构等渠道获取投资落地意向。利用人脉网络或资本招商挖掘高潜力项目。"
纪检与审计部职员,中山西湾投资控股发展有限公司,49人及以下,广东省中山市南朗街道,大学本科,无工作经验要求,8-15万元/年,,中山市翠亨新区翠亨大厦B栋12楼,全职,"纪检监察：协助完善纪检制度并监督执行，开展廉政建设与反腐工作（含教育、风险防控），受理信访举报并查处违规案件，配合上级纪检部门工作。
审计：参与制定审计制度与计划，实施各类审计并提改进建议，跟踪问题整改，归档审计资料，协助外部审计。"
出纳,中山西湾投资控股发展有限公司,49人及以下,广东省中山市南朗街道,大学本科,无工作经验要求,8-15万元/年,,中山市翠亨新区翠亨大厦B栋12楼,全职,"1、负责公司现金、银行存款的日常管理，包括资金收付、银行对账、票据保管等；
2、编制资金日报表、银行余额调节表，确保资金安全与账实相符；
3、协助会计完成账务处理，配合开展财务审计工作；根据公司业务需求，办理银行相关业务（如开户、转账等）；"
生产班长,惠州市可立克科技有限公司,500-999人,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,6000-9000元/月,,广东省惠州市仲恺高新技术产业开发区东江高新科技产业园（东江高新技术产业园东兴片区兴德西路2号）,全职,"岗位职责：
1.按照生产计划每日定岗产线员工，保证计划机器按时完成。
2.监督，指导，培训员工100%按照SOP要求进行作业，控制生产过程质量；
3.及时识别并且汇报安全风险；
4.及时识别并且反馈异常（包括缺料，设备异常，人员分配等）；
5.提升员工的多技能；
6.保持产线整洁，识别产线改善机会；
7.必要时顶岗；
8.培训新员工；
9.配合完成主管安排的其他工作；
职位要求：
1.中技及以上学历,机电或相关专业优先；
2.有电源或者变压器工作经验优先；
3.了解精益生产；
4.2年以上同岗位工作经验。"
目检（电子烟PACK）操作工,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,5500-9000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房4楼,全职,吃苦耐劳，服从安排，有经验
分容烫操作工,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,5500-9000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房4楼,全职,吃苦耐劳，服从安排，有无经验均可
切折烫操作工,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,5500-9000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房4楼,全职,吃苦耐劳，服从安排，有经验
二封操作工,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,5500-9000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房4楼,全职,吃苦耐劳，服从安排，有无经验均可
化成操作工,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,5500-9000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房4楼,全职,吃苦耐劳，服从安排，有无经验均可
注液操作工,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,5500-9000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房4楼,全职,吃苦耐劳，服从安排，有无经验均可
封装操作工,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,5500-9000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房4楼,全职,吃苦耐劳，服从安排，有无经验均可
压芯操作工,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,5500-9000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房4楼,全职,吃苦耐劳，服从安排，有无经验均可
卷绕操作工,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,5500-9000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房4楼,全职,吃苦耐劳，服从安排，有无经验均可
冲膜操作工,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,5500-9000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房4楼,全职,吃苦耐劳，服从安排，有无经验均可
制片操作工,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,5500-9000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房4楼,全职,吃苦耐劳，服从安排，有无经验均可
分条操作工,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,5500-9000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房4楼,全职,吃苦耐劳，服从安排
辊压,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,5500-9000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房4楼,全职,吃苦耐劳，服从安排，熟手均可
IPQC,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,5000-7000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房,全职,吃苦耐劳，服从安排
生产组长（中后段）,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,中等专科,1-3年,5500-7500元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房,全职,吃苦耐劳，服从安排
设备工程师（前段）,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,大学专科,3-5年,8500-13000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房,全职,吃苦耐劳，服从安排
一线操作工,惠州市芯星新能源科技有限公司,49人及以下,广东省惠州市仲恺高新技术产业开发区,技工学校,1年以下,4500-7000元/月,158****3295,惠州市仲恺高新区东江高新科技产业园兴举西路4号胜诺达工业园区5号厂房,全职,吃苦耐劳，服从安排，计件综合薪资4500-7000元
QC镜片外观检查人员,惠州璀璨光影技术有限公司,100-299人,广东省惠州市仲恺高新技术产业开发区,初中,无工作经验要求,4500-7500元/月,136****4170,惠州市仲恺高新技术产业开发区东江高新科技产业园东兴片区东新大道108号（厂房B）,全职,吃苦耐劳 服从安排
佛山-顺德-新店开业 小象超市驻店外卖配送员-免费提供外卖电动车-免费提供住宿,海耀星途（广州）互联网科技有限公司,49人及以下,广东省佛山市顺德区,无学历要求,无工作经验要求,9000-13000元/月,157****9989,佛山顺德大良,全职,"超市驻店配送员岗位-免费提供外卖电动车-免费提供宿舍
1.只送一个门店的订单，取货只在一个地方2.配送的都是小件生活用品，都是打包好的，直接拿走不用等单
3.全是顺路单，配送范围小，两公里内的社区骑手
4.多劳多得，每天轻松80-120单
5.薪资福利待遇
日收入400-500周收入2500+
月收入工资9000-13000(上不封顶)综合补贴:底薪+全
勤奖+高温补+话补+大额远程补贴+冲单奖等(800-1500元)每单配送费5元-8元单，日收入400元以上
6.门店提供电动车(换电方便，无限续航，无任何抵押-无任何租金)
7.提供住宿(4人间，干净卫生，洗澡空调洗衣机俱
全 工作地址广州所有区域均有站点，可以就近安排。
其他福利
1，当天直接安排住宿、安排上岗2，没钱可预支工资
3.站长之前也是做骑手的，对人好，上升空间大配送
员，骑手，生鲜配送，水果配送，商超配送蔬菜面
送，固定位置取货配送，上手简单，有老骑手带"
广州增城区-小象超市驻店外卖配送员 免费提供外卖电动车 免费提供住宿,海耀星途（广州）互联网科技有限公司,49人及以下,广东省广州市,无学历要求,无工作经验要求,9000-13000元/月,157****9989,广东省广州市增城区新塘镇广深大道西115,全职,"超市驻店配送员岗位:零元入职+免费提供外卖电动车+免费提供宿舍
1.只送一个门店的订单，取货只在一个地方2.配送的都是小件生活用品，都是打包好的，直接拿走不用等单
3.全是顺路单，配送范围小，两公里内的社区骑手
4.多劳多得，每天轻松80-120单
5.薪资福利待遇
日收入400-500周收入2500+
月收入工资9000-13000(上不封顶)综合补贴:底薪+全
勤奖+高温补+话补+大额远程补贴+冲单奖等(800-1500元)每单配送费5元-8元单，日收入400元以上
6.门店提供电动车(换电方便，无限续航，无任勾押)
7.提供住宿(4人间，干净卫生，洗澡空调洗衣机俱
全 工作地址广州所有区域均有站点，可以就近安排。
其他福利
1，当天直接安排住宿、安排上岗2，没钱可预支工资
3.站长之前也是做骑手的，对人好，上升空间大配送
员，骑手，生鲜配送，水果配送，商超配送蔬菜面
送，固定位置取货配送，上手简单，有老骑手带"
广州-荔湾区 小象超市驻店外卖配送员/免费提供外卖电动车-免费提供住宿,海耀星途（广州）互联网科技有限公司,49人及以下,广东省广州市,无学历要求,无工作经验要求,9000-13000元/月,157****9989,广东省广州市荔湾区冲口街道坑口大街125,全职,"超市驻店配送员岗位-免费提供外卖电动车-包住
1.只送一个门店的订单，取货只在一个地方2.配送的都是小件生活用品，都是打包好的，直接拿走不用等单
3.全是顺路单，配送范围小，两公里内的社区骑手
4.多劳多得，每天轻松80-120单
5.薪资福利待遇
日收入400-500周收入2500+
月收入工资9000-13000(上不封顶)综合补贴:底薪+全
勤奖+高温补+话补+大额远程补贴+冲单奖等(800-1500元)每单配送费5元-8元单，日收入400元以上
6.门店提供电动车(换电方便，无限续航，无任压金)
7.提供住宿(4人间，干净卫生，洗澡空调洗衣机俱
全 工作地址广州所有区域均有站点，可以就近安排。
其他福利
1，当天直接安排住宿、安排上岗2，没钱可预支工资
3.站长之前也是做骑手的，对人好，上升空间大配送
员，骑手，生鲜配送，水果配送，商超配送蔬菜面
送，固定位置取货配送，上手简单，有老骑手带"
广州-天河区小象超市驻店外卖配送员/免费提供外卖电动车-免费提供住宿,海耀星途（广州）互联网科技有限公司,49人及以下,广东省广州市,无学历要求,无工作经验要求,9000-13000元/月,157****9989,广东省广州市天河区石牌街道石牌东路123号,全职,"超市驻店配送员岗位-免费提供外卖电动车-包住
1.只送一个门店的订单，取货只在一个地方2.配送的都是小件生活用品，都是打包好的，直接拿走不用等单
3.全是顺路单，配送范围小，两公里内的社区骑手
4.多劳多得，每天轻松80-120单
5.薪资福利待遇
日收入400-500周收入2500+
月收入工资9000-13000(上不封顶)综合补贴:底薪+全
勤奖+高温补+话补+大额远程补贴+冲单奖等(800-1500元)每单配送费5元-8元单，日收入400元以上
6.门店提供电动车(换电方便，无限续航，无任压金)
7.提供住宿(4人间，干净卫生，洗澡空调洗衣机俱
全 工作地址广州所有区域均有站点，可以就近安排。
其他福利
1，当天直接安排住宿、安排上岗2，没钱可预支工资
3.站长之前也是做骑手的，对人好，上升空间大配送
员，骑手，生鲜配送，水果配送，商超配送蔬菜面
送，固定位置取货配送，上手简单，有老骑手带"
化妆造型师,深圳市兔兔文化有限公司,100-299人,广东省深圳市罗湖区,大学专科,无工作经验要求,7000-8000元/月,138****1354,深圳市罗湖区南湖街道嘉宾路2018号深华商业大厦四楼兔兔文化,全职,"1. 学历与专业：不限学历，化妆造型、形象设计、美容相关专业或有系统美妆培训经历者优先；
2. 经验要求：1年及以上化妆造型实战经验，有新娘跟妆、商业拍摄造型经验者优先，需提供个人造型作品集；
3. 专业能力：熟练使用各类化妆产品与工具，擅长多种妆容风格，有接触过网红装造更好，审美在线、动手能力强；
4. 职业素养：服务意识强，善于沟通，能适应灵活工作时间，责任心强、注重细节。"
行政人事,深圳市兔兔文化有限公司,100-299人,广东省深圳市罗湖区,大学专科,无工作经验要求,4500-6000元/月,138****1354,深圳市罗湖区南湖街道嘉宾路2018号深华商业大厦四楼兔兔文化,全职,"1. 负责核心工作岗位的简历筛选、面试邀约与组织，搭建高效招聘流程；
2. 协助[相关工作员工入职引导、劳动合同签订及档案管理，保障人事流程规范；
3. 参与辅助工作公司招聘渠道维护与拓展，提升岗位曝光度与简历质量；
4. 完成上级交办的其他人事相关工作。"
运营助理,深圳市兔兔文化有限公司,100-299人,广东省深圳市罗湖区,大学专科,无工作经验要求,4000-6000元/月,138****1354,深圳市罗湖区南湖街道嘉宾路2018号深华商业大厦四楼兔兔文化,全职,"1、负责团中主播粉丝及粉丝群管理维护，能让主播主持有更好更稳定的发展空间；
2、学习能快速从0-1打造团播账号,把控直播流程，带动直播节奏，营造轻松愉快幽默的直播氛围；
3、前期给主播进行直播基础知识培训、直播规则培训、话术培训等，下播后给主播进行复盘，配合运营指导主播不断提升直播及维护客户能力；
4、开播前审核主播妆容、穿着、造型，准备开播道具及直播背景，进行设备测试和调试工作。"
舞蹈老师,深圳市兔兔文化有限公司,100-299人,广东省深圳市罗湖区,大学专科,无工作经验要求,6000-8000元/月,138****1354,深圳市罗湖区南湖街道嘉宾路2018号深华商业大厦四楼兔兔文化,全职,"1、主要负责 团播成员的舞蹈课程安排及培训工作；
2、负责搜寻适用的舞蹈素材并扒舞，以及基础的舞蹈编排工作；
3、负责记录每节课的课程问题并及时反馈；
4、周期性地调整开发新课程。"
舞蹈文艺表演主播,深圳市兔兔文化有限公司,100-299人,广东省深圳市罗湖区,大学专科,无工作经验要求,8000-10000元/月,138****1354,深圳市罗湖区南湖街道嘉宾路2018号深华商业大厦四楼兔兔文化,全职,"1、按照公司要求的时间进行排挡、公司免费培训，直到主播能够独立开播，并且达到理想收入；
2、负责在直播平台上与游客互动，活跃直播间气氛，线下交流能够维护好自己的粉丝；
3、工作时间：每天工作时间可自由安排，单休根据个人情况定，提前完成任务者可提前下播。"
舞蹈文艺主播,深圳市兔兔文化有限公司,100-299人,广东省深圳市罗湖区,无学历要求,无工作经验要求,8000-10000元/月,138****1354,深圳市罗湖区南湖街道嘉宾路2018号深华商业大厦四楼兔兔文化,全职,"1、按照公司要求的时间进行排挡、公司免费培训，直到主播能够独立开播，并且达到理想收入；
2、负责在直播平台上与游客互动，活跃直播间气氛，线下交流能够维护好自己的粉丝；
3、工作时间：每天工作时间可自由安排，单休根据个人情况定，提前完成任务者可提前下播。"
OQC质检员,深圳市志誉科技有限公司,49人及以下,广东省深圳市光明区,初中,无工作经验要求,6000-8000元/月,137****0852,深圳市光明新区马田街道新围第二工业区B3,全职,"1.防止不合格物料流入生产线及客户。
2.测试产品，看外观，来料检验"
临时工,深圳市志誉科技有限公司,49人及以下,广东省深圳市光明区,初中,无工作经验要求,5000-7000元/月,137****0852,深圳市光明新区马田街道新围第二工业区B3,全职,长白班，坐班。
商品营业员,佛山市汇千乐器有限公司,49人及以下,广东省佛山市禅城区,大学专科,1年以下,4000-8000元/月,139****0600,佛山市禅城区建新路103号七座首层P3号,全职,"🎸 高薪诚聘乐器直播达人（吉他弹唱/乐器配件方向）‌

🔥 我们需要这样的你‌
‌才艺担当‌：吉他弹唱高手or乐器配件专家，能用音乐点燃直播间；
‌表达力MAX‌：镜头感强，能边弹边聊，把产品变成有趣的故事；
‌销售潜力股‌：有直播/销售经验者优先，懂用户心理会互动；
‌抗压小能手‌：适应快节奏直播，团队协作意识强。
‌💼 你的日常工作‌
✅ 每日直播展示才艺+讲解乐器配件，用专业圈粉；
✅ 策划弹唱挑战、限时折扣等活动，提升用户粘性；
✅ 分析粉丝需求，与运营团队共创爆款直播方案。

‌🌟 我们为你提供‌
‌超值福利‌：底薪3500+高提成（月入5000+很轻松）、中午包吃、周休1天；
‌成长支持‌：专业设备+直播技巧培训，助你快速上手；
‌发展空间‌：优秀者可晋升直播组长/运营合伙人。"
助理经理岗（退伍军人）,碧桂园生活服务集团股份有限公司陆丰分公司,100-299人,广东省汕尾市陆丰市,普通高中,无工作经验要求,7000-8000元/月,139****8570,陆丰市东海镇龙湖路北侧上海路西侧陆丰碧桂园浪琴湾一街七栋二楼,全职,负责组织实施物业项目各服务环节的管理工作，维护小区/楼宇的日常物业管理服务，包括但不限于客户服务管理、环境管理、安全秩序管理、设施维修管理等工作
家居保洁员,茂名伟林家政服务有限公司湛江开发区分公司,50-99人,广东省湛江市湛江经济技术开发区,无学历要求,无工作经验要求,3950-5000元/月,178****8275,荣盛15栋1514房,全职,"（公司直招，无押金，不考证，免费培训，只搞卫生）
岗位要求：吃苦耐劳、有责任心、服从管理，上门给顾客整理家庭卫生。
工作时间：8:00-11:15，14:00-17:15.（每天只上6.5小时）
薪资待遇：3950(含全勤奖)+奖金+提成+社保，月休两天、过年带薪休假7天（以上均带薪休假）。
招聘地点：湛江赤坎、霞山、吴川，茂名高州、化州、电白、茂南（除面试和培训半天需到公司，其他时间不用坐班，直接到工作地点即可）
工作地点：根据你所住区域就近安排，赤坎就安排赤坎区，霞山就安排霞山区，不跨区域安排"
餐饮学徒,广东华国仕餐饮有限公司,,广东省惠州市惠东县,无学历要求,无工作经验要求,3000-5000元/月,134****0579,惠州市惠东县大岭街道前进街3号一楼第1103-1105商铺,全职,"1.主要做汉堡炸鸡，确保食品质量和口味; 2.需要对工作环境进行日常清洁和维护，保证卫生标准 3.配合团队完成日常工作任务,确保工作效率。 任职要求: 1.无需特定教育背景，有兴趣者将提供免费培训 2.重视团队合作； 3.工作态度认真，能够承担工作压力。"
阿里巴巴运营,惠州万合包装有限公司,50-99人,广东省惠州市惠东县,大学专科,1-3年,6000-11000元/月,136****4628,广东省惠东县大岭街道长隆路9号,全职,1、负责实力商家店铺运营推广，提高排名，优化关键词; 2、精通阿里排名数据规则，制定营销推广方家案 3、分析用户需求，并以此制定店铺和产品装修和品牌形象的方案并实施; 4、定期提交推广报告，根据流量、咨询量、转化率、推广效果等数据做全方位阶段性评估； 【任职资格】 1、大专以上学历，至少2年以上阿里工作经验有成功案例优先; 2、熟悉数字营销各种推广手段; 3、对数据变化敏感，具备良好的分析判断能力 4、思维清晰，工作细心，有较强的文字编辑能力、数据分析能力; 5、善于沟通，有责任心，具备较强的执行能力、团队协作精神。
打荷,惠州市泰嘉盛餐饮有限公司,,广东省惠州市惠东县,普通高中,1-3年,4000-5000元/月,138****9028,惠东县大岭东进大道尾（左侧）,全职,1.协助厨师准备食材，确保食材新鲜及符合卫生标准； 2.负责菜品的初步加工处理，如切配、腌制等； 3.保持工作区域的清洁与整洁，确保食品安全; 4.配合厨房团队完成日常烹饪任务，提高工作效率 任职要求: 1.具备良好的动手能力和对食材的敏感度; 2.有较强的责任心，能够适应快节奏的工作环境 3.服从管理，具备良好的团队合作精神； 4.对餐饮行业有热情，愿意学习新技能。
电工,惠州市泰嘉盛餐饮有限公司,,广东省惠州市惠东县,无学历要求,无工作经验要求,5000-6000元/月,138****9028,惠东县大岭东进大道尾（左侧）,全职,"1、负责餐厅日常电气设备的检查与维护，确保设备正常运行; 2、及时处理电气设备故障,保障餐厅正常营业 3、执行电气设备的预防性保养计划，减少故障发生; 4、参与新设备或电气系统的安装与调试工作 5、遵守安全操作规程，执行安全检查和整改任务 任职要求: 1、持有有效的电工操作证书; 2、具备餐饮行业或商业场所电气系统维护经验 3、熟悉常用电气设备的原理及维修方法; 4、良好的问题解决能力和动手能力; 5、责任心强，能够适应灵活的工作时间安排。"
楼面经理,惠州市泰嘉盛餐饮有限公司,,广东省惠州市惠东县,普通高中,1-3年,6000-7000元/月,138****9028,惠东县大岭东进大道尾（左侧）,全职,"1.负责餐厅日常运营管理工作,确保服务质量和顾客满意度； 2.统筹团队排班、订货及人力资源管理，优化资源配置； 3.监督执行公司标准流程，维护餐厅环境卫生和食品安全; 4.分析经营数据，制定改进措施，推动营业额和利润目标的达成。 任职要求: 1.具备餐饮行业管理经验; 2.优秀的团队领导能力和沟通协调能力，能够激励团队； 3.对餐饮行业有热情，具有较强的服务意识和顾客导向思维; 4.能够适应快节奏的工作环境，具备良好的压力管理能力。"
产品技术类,锐湃动力科技有限公司,500-999人,广东省广州市番禺区,大学本科,无工作经验要求,13-17万元/年,,广州市番禺区石楼镇金轩三路683号,全职,1.负责电驱总成电控、电机、减速箱设计方案评审校核及改善，包括加工工艺、装配工艺与零部件成本优化等:2.负责电驱总成及零部件图纸等数据评审及改善:3.负责电驱总成及零部件试制试验问题点解析改善4.负责电驱系统及零部件的技术调查、行业技术交流，负责电驱总成及零部件产品技术标准汇编及解读应用:5.了解新能源电驱系统及零部件的结构及原理、CATIA 等三维软件的应用优先考虑。
品质技术类,锐湃动力科技有限公司,500-999人,广东省广州市番禺区,大学本科,无工作经验要求,13-17万元/年,,广州市番禺区石楼镇金轩三路683号,全职,"1.运用专业或技术处理和解决现场生产质量问题:2.与研发部门对接产品技术方案，并对数据进行评审:3.与零部件供应商的工艺方案进行评审:
4.建立并完善供应商质量管理体系，制定品质目标并进行供应商品质培育策划，确保零件各阶段品质满足项目要求:
5.处理供应商产品质量问题，协助供应商进行问题改善提升:6.了解新能源电驱系统及零部件的结构及原理、CATIA 等三维软件的应用优先考虑。"
2026届海内外高校本、硕、博应届毕业生,因湃电池科技有限公司,,广东省广州市番禺区,大学本科,无工作经验要求,15-30万元/年,020****9316,广州市番禺区石楼镇龙泽路239号,校招,"五大领域，释放澎湃潜能：
产品技术、工艺、智能制造、质量、数字化
招聘专业：
机械类、电气类、自动化类、计算机类、材料类、化学类等专业"
工艺工程师,因湃电池科技有限公司,,广东省广州市番禺区,大学本科,无工作经验要求,20-50万元/年,020****9316,广州市番禺区石楼镇龙泽路239号,全职,"岗位职责：
1. 负责电芯、模组 PACK 工艺开发及设备导入，工艺标准建立和技术文件编制；
2. 负责新工艺、新材料开发及导入，现场工艺验证及问题点改善；
3. 负责推进设备调试、验收及交付生产，确保产能爬坡及产线优率达成；
4. 负责不合格品分析和改善，持续提升良率，降低生产成本；
5. 负责对量产提供全生命周期技术支持，主导重大技改、重大课题解决、总结及标准化等工作。

任职要求：
1.本科及以上学历，材料科学与工程、化学工程、机械工程等相关专业；​
2.3年以上电芯 / 模组 PACK 行业工艺相关工作经验，了解电芯制作、模组组装及 PACK 集成工艺者优先；​
3.具备工艺问题分析与解决能力，可熟练使用办公软件及基础工艺分析工具；​
4.具备较强的责任心与执行力，能适应生产现场工作节奏。"
